Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2027-03-22,Monday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,28047.0,28859.28,27501.39,1:1.49,2.9%,NEUTRAL/BEARISH,Bearish Divergence | Profit Taking,25806,26942,UPSIDE: 150 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25806 - 26942
2027-03-23,Tuesday,March,9:00 AM - MARKET OPEN,India Today Business,SELL,28192.2,26824.69,28497.2,1:4.48,4.85%,BULLISH,Breakout above 26500 | Momentum Building,25964,26933,DOWNSIDE: 187 points,Energy stocks leading | Oil majors positive on crude rally,25964 - 26933
2027-03-24,Wednesday,March,9:00 AM - MARKET OPEN,India Today Business,SELL,27417.4,26109.22,27751.13,1:3.92,4.77%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25894,26937,DOWNSIDE: 71 points,DII support strong | Domestic funds accumulating,25894 - 26937
2027-03-25,Thursday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,28016.6,28705.27,27692.44,1:2.12,2.46%,NEUTRAL,Bearish Divergence | Profit Taking,25995,26803,UPSIDE: 86 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25995 - 26803
2027-03-26,Friday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,27449.8,28791.95,27042.8,1:3.3,4.89%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25848,26807,UPSIDE: 88 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25848 - 26807
2027-03-29,Monday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,27870.0,29027.02,27515.51,1:3.26,4.15%,BULLISH,Golden Cross | Resistance at 27000,25962,26807,UPSIDE: 66 points,"Realty sector gaining traction | DLF, Oberoi up",25962 - 26807
2027-03-30,Tuesday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,27416.2,28194.73,27114.73,1:2.58,2.84%,BULLISH,RSI Overbought | Consolidation Zone,25905,26931,UPSIDE: 175 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25905 - 26931
2027-03-31,Wednesday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,27415.4,28389.7,26922.57,1:1.98,3.55%,NEUTRAL,Breakout above 26500 | Momentum Building,25958,26835,UPSIDE: 84 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25958 - 26835
2027-04-01,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27824.6,27101.99,28278.46,1:1.59,2.6%,BULLISH,Triangle Breakout | Directional Move,25998,26907,DOWNSIDE: 181 points,"Chemical sector focus | Atul, Bayer gains on exports",25998 - 26907
2027-04-02,Friday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27674.8,26586.36,28085.12,1:2.65,3.93%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25878,26936,DOWNSIDE: 91 points,Cement stocks stable | UltraTech holding ground,25878 - 26936
2027-04-05,Monday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27493.0,26202.2,27794.82,1:4.28,4.7%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25827,26840,DOWNSIDE: 167 points,"Realty sector gaining traction | DLF, Oberoi up",25827 - 26840
2027-04-06,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27923.2,29004.63,27412.22,1:2.12,3.87%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25851,26865,UPSIDE: 100 points,Q3 earnings season | Corporate profits robust,25851 - 26865
2027-04-07,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27608.4,26731.49,28107.92,1:1.76,3.18%,NEUTRAL,Golden Cross | Resistance at 27000,25861,26837,DOWNSIDE: 131 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25861 - 26837
2027-04-08,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,28113.6,28848.48,27561.85,1:1.33,2.61%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25854,26813,UPSIDE: 52 points,Telecom strength | Bharti Airtel gains on tariff hikes,25854 - 26813
2027-04-09,Friday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27833.8,26941.27,28193.0,1:2.48,3.21%,STRONG BULLISH,Triangle Breakout | Directional Move,25849,26827,DOWNSIDE: 131 points,Telecom strength | Bharti Airtel gains on tariff hikes,25849 - 26827
2027-04-12,Monday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,28002.0,28739.75,27676.19,1:2.26,2.63%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25923,26852,UPSIDE: 77 points,"Chemical sector focus | Atul, Bayer gains on exports",25923 - 26852
2027-04-13,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27711.2,28933.87,27198.76,1:2.39,4.41%,BULLISH,Golden Cross | Resistance at 27000,25869,26993,UPSIDE: 178 points,DII support strong | Domestic funds accumulating,25869 - 26993
2027-04-14,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,28005.4,26664.25,28487.47,1:2.78,4.79%,BULLISH,Triangle Breakout | Directional Move,25946,26972,DOWNSIDE: 137 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25946 - 26972
2027-04-15,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27941.6,26986.99,28297.05,1:2.69,3.42%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25947,26946,DOWNSIDE: 190 points,FII flows remain positive | Foreign buying continues,25947 - 26946
2027-04-16,Friday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27894.8,26855.89,28425.59,1:1.96,3.72%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25877,26914,DOWNSIDE: 108 points,Telecom strength | Bharti Airtel gains on tariff hikes,25877 - 26914
2027-04-19,Monday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27481.0,28088.23,27072.62,1:1.49,2.21%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25972,26880,UPSIDE: 164 points,"Chemical sector focus | Atul, Bayer gains on exports",25972 - 26880
2027-04-20,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27550.2,26238.81,27912.6,1:3.62,4.76%,STRONG BULLISH,Bearish Divergence | Profit Taking,25994,26991,DOWNSIDE: 171 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25994 - 26991
2027-04-21,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27489.4,26490.81,27787.78,1:3.35,3.63%,STRONG BULLISH,Head & Shoulders | Downside Risk,25862,26855,DOWNSIDE: 81 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25862 - 26855
2027-04-22,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27868.6,28970.9,27515.52,1:3.12,3.96%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25954,26860,UPSIDE: 124 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25954 - 26860
2027-04-23,Friday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,28004.8,28901.53,27574.52,1:2.08,3.2%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25838,26817,UPSIDE: 61 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25838 - 26817
2027-04-26,Monday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,28138.0,27126.34,28486.08,1:2.91,3.6%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25939,26851,DOWNSIDE: 148 points,"Realty sector gaining traction | DLF, Oberoi up",25939 - 26851
2027-04-27,Tuesday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,28374.2,27059.47,28811.44,1:3.01,4.63%,NEUTRAL,Head & Shoulders | Downside Risk,25821,26804,DOWNSIDE: 143 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25821 - 26804
2027-04-28,Wednesday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27959.4,28861.99,27563.62,1:2.28,3.23%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25938,26984,UPSIDE: 164 points,"FMCG holding support | ITC, HUL steady amid volatility",25938 - 26984
2027-04-29,Thursday,April,9:00 AM - MARKET OPEN,India Today Business,SELL,27469.6,26292.44,27757.89,1:4.08,4.29%,NEUTRAL,Support Breach | Watch 25800,25954,26926,DOWNSIDE: 150 points,Cement stocks stable | UltraTech holding ground,25954 - 26926
2027-04-30,Friday,April,9:00 AM - MARKET OPEN,India Today Business,BUY,27489.8,28301.89,27023.9,1:1.74,2.95%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25820,26806,UPSIDE: 141 points,"Realty sector gaining traction | DLF, Oberoi up",25820 - 26806
2027-05-03,Monday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,28305.0,26936.35,28726.79,1:3.24,4.84%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25836,26824,DOWNSIDE: 62 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25836 - 26824
2027-05-04,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,27818.2,27246.32,28320.6,1:1.14,2.06%,NEUTRAL/BEARISH,Triangle Breakout | Directional Move,25847,26882,DOWNSIDE: 145 points,FII flows remain positive | Foreign buying continues,25847 - 26882
2027-05-05,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,28005.4,26658.93,28432.39,1:3.15,4.81%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25833,26881,DOWNSIDE: 151 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25833 - 26881
2027-05-06,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27811.6,28428.22,27501.28,1:1.99,2.22%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25970,26988,UPSIDE: 55 points,"Realty sector gaining traction | DLF, Oberoi up",25970 - 26988
2027-05-07,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28345.8,29042.67,27947.47,1:1.75,2.46%,NEUTRAL,Double Bottom | Reversal Expected,25952,26915,UPSIDE: 104 points,Q3 earnings season | Corporate profits robust,25952 - 26915
2027-05-10,Monday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,27766.0,26942.53,28306.93,1:1.52,2.97%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25813,26943,DOWNSIDE: 178 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25813 - 26943
2027-05-11,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27573.2,28905.06,27125.24,1:2.97,4.83%,STRONG BULLISH,Double Bottom | Reversal Expected,25901,26800,UPSIDE: 116 points,"FMCG holding support | ITC, HUL steady amid volatility",25901 - 26800
2027-05-12,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,28019.4,26740.59,28573.78,1:2.31,4.56%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25856,26822,DOWNSIDE: 158 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25856 - 26822
2027-05-13,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28361.6,29720.47,27825.88,1:2.54,4.79%,BULLISH,Bullish Engulfing | Support at 26000,25941,26976,UPSIDE: 154 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25941 - 26976
2027-05-14,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28203.8,29040.54,27813.55,1:2.14,2.97%,STRONG BULLISH,Triangle Breakout | Directional Move,25910,26825,UPSIDE: 145 points,Energy stocks leading | Oil majors positive on crude rally,25910 - 26825
2027-05-17,Monday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,27610.0,26740.46,28093.53,1:1.8,3.15%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25886,26947,DOWNSIDE: 134 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25886 - 26947
2027-05-18,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27923.2,28537.47,27590.09,1:1.84,2.2%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25838,26868,UPSIDE: 138 points,"Realty sector gaining traction | DLF, Oberoi up",25838 - 26868
2027-05-19,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27670.4,28300.84,27353.95,1:1.99,2.28%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25960,26937,UPSIDE: 134 points,FII flows remain positive | Foreign buying continues,25960 - 26937
2027-05-20,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,SELL,27912.6,27035.41,28406.45,1:1.78,3.14%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25925,26866,DOWNSIDE: 70 points,"FMCG holding support | ITC, HUL steady amid volatility",25925 - 26866
2027-05-21,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27890.8,28589.89,27352.66,1:1.3,2.51%,BULLISH,Support Breach | Watch 25800,25894,26926,UPSIDE: 101 points,"Realty sector gaining traction | DLF, Oberoi up",25894 - 26926
2027-05-24,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28468.0,29831.54,28076.52,1:3.48,4.79%,BULLISH,Golden Cross | Resistance at 27000,25965,26875,UPSIDE: 119 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25965 - 26875
2027-05-25,Tuesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28457.2,29341.39,27894.87,1:1.57,3.11%,NEUTRAL,Moving Average Crossover | Trend Change,25999,26852,UPSIDE: 197 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25999 - 26852
2027-05-26,Wednesday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27783.4,28640.5,27476.91,1:2.8,3.08%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25903,26910,UPSIDE: 124 points,"Chemical sector focus | Atul, Bayer gains on exports",25903 - 26910
2027-05-27,Thursday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,28172.6,28869.13,27638.83,1:1.3,2.47%,NEUTRAL/BEARISH,Triangle Breakout | Directional Move,25877,26976,UPSIDE: 197 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25877 - 26976
2027-05-28,Friday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27708.8,28287.9,27427.49,1:2.06,2.09%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25944,26920,UPSIDE: 54 points,DII support strong | Domestic funds accumulating,25944 - 26920
2027-05-31,Monday,May,9:00 AM - MARKET OPEN,India Today Business,BUY,27954.0,29207.3,27654.03,1:4.18,4.48%,BULLISH,Bearish Divergence | Profit Taking,25936,26927,UPSIDE: 110 points,Telecom strength | Bharti Airtel gains on tariff hikes,25936 - 26927
2027-06-01,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27871.2,27116.48,28395.93,1:1.44,2.71%,NEUTRAL/BEARISH,Support Breach | Watch 25800,25943,26892,DOWNSIDE: 172 points,"FMCG holding support | ITC, HUL steady amid volatility",25943 - 26892
2027-06-02,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27940.4,26742.47,28450.89,1:2.35,4.29%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25997,26958,DOWNSIDE: 141 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25997 - 26958
2027-06-03,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27789.6,28644.19,27249.23,1:1.58,3.08%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25902,26931,UPSIDE: 182 points,"Chemical sector focus | Atul, Bayer gains on exports",25902 - 26931
2027-06-04,Friday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28436.8,27359.04,28987.8,1:1.96,3.79%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25886,26830,DOWNSIDE: 141 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25886 - 26830
2027-06-07,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28011.0,29250.1,27587.36,1:2.92,4.42%,NEUTRAL,Bearish Divergence | Profit Taking,25859,26951,UPSIDE: 101 points,DII support strong | Domestic funds accumulating,25859 - 26951
2027-06-08,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27901.2,29041.94,27593.31,1:3.71,4.09%,STRONG BULLISH,Head & Shoulders | Downside Risk,25893,26884,UPSIDE: 138 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25893 - 26884
2027-06-09,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28443.4,27130.74,28752.99,1:4.24,4.61%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25999,26937,DOWNSIDE: 161 points,DII support strong | Domestic funds accumulating,25999 - 26937
2027-06-10,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28490.6,29658.92,27984.53,1:2.31,4.1%,BULLISH,Head & Shoulders | Downside Risk,25806,26922,UPSIDE: 96 points,FII flows remain positive | Foreign buying continues,25806 - 26922
2027-06-11,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28190.8,29529.92,27675.88,1:2.6,4.75%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25842,26981,UPSIDE: 143 points,FII flows remain positive | Foreign buying continues,25842 - 26981
2027-06-14,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27637.0,26919.09,28087.78,1:1.59,2.6%,NEUTRAL,Bullish Engulfing | Support at 26000,25915,26935,DOWNSIDE: 187 points,Energy stocks leading | Oil majors positive on crude rally,25915 - 26935
2027-06-15,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28036.2,26701.33,28363.03,1:4.08,4.76%,BULLISH,Double Bottom | Reversal Expected,25877,26980,DOWNSIDE: 107 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25877 - 26980
2027-06-16,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28429.4,29258.42,27868.74,1:1.48,2.92%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25947,26954,UPSIDE: 188 points,FII flows remain positive | Foreign buying continues,25947 - 26954
2027-06-17,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28490.6,27224.1,28844.56,1:3.58,4.45%,BULLISH,Bearish Divergence | Profit Taking,25840,26800,DOWNSIDE: 129 points,Energy stocks leading | Oil majors positive on crude rally,25840 - 26800
2027-06-18,Friday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27609.8,26322.51,28121.47,1:2.52,4.66%,BULLISH,Moving Average Crossover | Trend Change,25824,26924,DOWNSIDE: 88 points,Telecom strength | Bharti Airtel gains on tariff hikes,25824 - 26924
2027-06-21,Monday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27931.0,28589.45,27575.0,1:1.85,2.36%,NEUTRAL,Bullish Engulfing | Support at 26000,25967,26890,UPSIDE: 125 points,Energy stocks leading | Oil majors positive on crude rally,25967 - 26890
2027-06-22,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27626.2,26317.1,27983.68,1:3.66,4.74%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25874,26863,DOWNSIDE: 79 points,FII flows remain positive | Foreign buying continues,25874 - 26863
2027-06-23,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28331.4,27758.18,28832.72,1:1.14,2.02%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25940,26966,DOWNSIDE: 167 points,Cement stocks stable | UltraTech holding ground,25940 - 26966
2027-06-24,Thursday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28151.6,28864.23,27593.23,1:1.28,2.53%,BULLISH,Double Bottom | Reversal Expected,25912,26959,UPSIDE: 120 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25912 - 26959
2027-06-25,Friday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,28474.8,29512.04,28136.12,1:3.06,3.64%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25977,26901,UPSIDE: 193 points,DII support strong | Domestic funds accumulating,25977 - 26901
2027-06-28,Monday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,27986.0,26884.96,28369.71,1:2.87,3.93%,BULLISH,Support Breach | Watch 25800,25847,26975,DOWNSIDE: 190 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25847 - 26975
2027-06-29,Tuesday,June,9:00 AM - MARKET OPEN,India Today Business,SELL,28478.2,27402.09,28785.59,1:3.5,3.78%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25827,26962,DOWNSIDE: 122 points,FII flows remain positive | Foreign buying continues,25827 - 26962
2027-06-30,Wednesday,June,9:00 AM - MARKET OPEN,India Today Business,BUY,27869.4,28870.95,27351.49,1:1.93,3.59%,BULLISH,Triangle Breakout | Directional Move,25973,26964,UPSIDE: 190 points,Telecom strength | Bharti Airtel gains on tariff hikes,25973 - 26964
2027-07-01,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28167.6,27234.44,28535.32,1:2.54,3.31%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25873,26800,DOWNSIDE: 129 points,"FMCG holding support | ITC, HUL steady amid volatility",25873 - 26800
2027-07-02,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28192.8,27019.98,28505.3,1:3.75,4.16%,STRONG BULLISH,Support Breach | Watch 25800,25986,26977,DOWNSIDE: 192 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25986 - 26977
2027-07-05,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27738.0,27033.83,28239.54,1:1.4,2.54%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25896,26863,DOWNSIDE: 116 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25896 - 26863
2027-07-06,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27825.2,28462.93,27444.08,1:1.67,2.29%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25891,27000,UPSIDE: 189 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25891 - 27000
2027-07-07,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28200.4,29224.09,27752.4,1:2.29,3.63%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25902,26869,UPSIDE: 92 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25902 - 26869
2027-07-08,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28448.6,29494.23,28009.04,1:2.38,3.68%,NEUTRAL,Double Bottom | Reversal Expected,25960,26821,UPSIDE: 89 points,"Chemical sector focus | Atul, Bayer gains on exports",25960 - 26821
2027-07-09,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28373.8,27237.6,28745.03,1:3.06,4.0%,NEUTRAL,Triangle Breakout | Directional Move,25984,26832,DOWNSIDE: 186 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25984 - 26832
2027-07-12,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27987.0,26613.1,28498.86,1:2.68,4.91%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25990,26985,DOWNSIDE: 76 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25990 - 26985
2027-07-13,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28565.2,29238.83,28190.07,1:1.8,2.36%,NEUTRAL,Head & Shoulders | Downside Risk,25878,26889,UPSIDE: 144 points,"FMCG holding support | ITC, HUL steady amid volatility",25878 - 26889
2027-07-14,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,27775.4,29045.13,27413.75,1:3.51,4.57%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25806,26906,UPSIDE: 72 points,"Realty sector gaining traction | DLF, Oberoi up",25806 - 26906
2027-07-15,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28480.6,29377.4,28039.93,1:2.04,3.15%,BULLISH,Support Breach | Watch 25800,25896,26930,UPSIDE: 102 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25896 - 26930
2027-07-16,Friday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28153.8,29088.08,27597.66,1:1.68,3.32%,STRONG BULLISH,Bearish Divergence | Profit Taking,25853,26850,UPSIDE: 179 points,Energy stocks leading | Oil majors positive on crude rally,25853 - 26850
2027-07-19,Monday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28315.0,27491.08,28682.86,1:2.24,2.91%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25888,26980,DOWNSIDE: 157 points,"FMCG holding support | ITC, HUL steady amid volatility",25888 - 26980
2027-07-20,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28215.2,27194.48,28726.5,1:2.0,3.62%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25975,26940,DOWNSIDE: 182 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25975 - 26940
2027-07-21,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28446.4,29363.71,27963.9,1:1.9,3.22%,BULLISH,Golden Cross | Resistance at 27000,25816,26921,UPSIDE: 81 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25816 - 26921
2027-07-22,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28386.6,27805.53,28688.68,1:1.92,2.05%,NEUTRAL,RSI Overbought | Consolidation Zone,25906,26912,DOWNSIDE: 123 points,"Realty sector gaining traction | DLF, Oberoi up",25906 - 26912
2027-07-23,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,27883.8,26715.38,28166.86,1:4.13,4.19%,BULLISH,Breakout above 26500 | Momentum Building,25889,26954,DOWNSIDE: 134 points,"FMCG holding support | ITC, HUL steady amid volatility",25889 - 26954
2027-07-26,Monday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28479.0,29276.31,27973.19,1:1.58,2.8%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25912,26830,UPSIDE: 193 points,Energy stocks leading | Oil majors positive on crude rally,25912 - 26830
2027-07-27,Tuesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28355.2,27710.5,28806.86,1:1.43,2.27%,NEUTRAL,Double Bottom | Reversal Expected,25940,26831,DOWNSIDE: 124 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25940 - 26831
2027-07-28,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,28334.4,29537.29,27931.09,1:2.98,4.25%,STRONG BULLISH,Double Bottom | Reversal Expected,25987,26836,UPSIDE: 173 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25987 - 26836
2027-07-29,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28260.6,27264.28,28618.46,1:2.78,3.53%,NEUTRAL,Bullish Engulfing | Support at 26000,25983,26877,DOWNSIDE: 174 points,DII support strong | Domestic funds accumulating,25983 - 26877
2027-07-30,Friday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,28217.8,27465.1,28779.83,1:1.34,2.67%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25913,26814,DOWNSIDE: 118 points,Telecom strength | Bharti Airtel gains on tariff hikes,25913 - 26814
